task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4546240251329396,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3024202969432793,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.2380085417262646,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4126018814990879,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.284789462655295,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4803425204563717,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5215224687676018,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5369892623138138,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4817562498629859,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4936699836725949,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5788612072567298,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5989366849313913,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5123457229325543,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5004626539413713,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4470062619023038,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.7053681767287185,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4869637854515157,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.3134503072754597,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.6298455530210478,-1,-1,-1,-1,-1,-1
