,task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score
0,classification,diabetes,6,HS (CART-CCP),AUC,11,12,0.1,0.8102236314526818,0.7382762564758124
0,classification,diabetes,6,DT,AUC,14,15,None,0.8079923498917914,0.7213886833075422
0,classification,diabetes,6,CCP,AUC,14,15,None,0.8079923498917914,0.7213886833075422
0,classification,diabetes,6,HS (CART),AUC,14,15,0.1,0.8079923498917914,0.7213886833075422
0,classification,diabetes,6,HS (CART-CCP),AUC,14,15,0.1,0.8079923498917914,0.7213886833075422
0,classification,diabetes,6,DT,AUC,19,20,None,0.8341805492643481,0.7273767072596381
0,classification,diabetes,6,CCP,AUC,19,20,None,0.8341805492643481,0.7273767072596381
0,classification,diabetes,6,HS (CART),AUC,19,20,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,6,HS (CART-CCP),AUC,19,20,0.1,0.8341805492643481,0.7273767072596381
0,classification,diabetes,6,DT,AUC,23,24,None,0.8578187125673158,0.7210186368835363
0,classification,diabetes,6,CCP,AUC,23,24,None,0.8578187125673158,0.7210186368835363
0,classification,diabetes,6,HS (CART),AUC,23,24,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,6,HS (CART-CCP),AUC,23,24,0.1,0.8578187125673158,0.7210186368835363
0,classification,diabetes,6,DT,AUC,27,28,None,0.8679098092505914,0.7240126488595843
0,classification,diabetes,6,CCP,AUC,27,28,None,0.8679098092505914,0.7183946713314944
0,classification,diabetes,6,HS (CART),AUC,27,28,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,6,HS (CART-CCP),AUC,27,28,0.1,0.8679098092505914,0.7183946713314944
0,classification,diabetes,6,DT,AUC,29,30,None,0.8709128122535943,0.7183946713314944
0,classification,diabetes,6,CCP,AUC,29,30,None,0.8709128122535943,0.7240126488595843
0,classification,diabetes,6,HS (CART),AUC,29,30,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,6,HS (CART-CCP),AUC,29,30,0.1,0.8709128122535943,0.7240126488595843
0,classification,diabetes,6,DT,AUC,31,32,None,0.8887546764641737,0.7116665545313866
0,classification,diabetes,6,CCP,AUC,31,32,None,0.8928397671414432,0.7116665545313866
0,classification,diabetes,6,HS (CART),AUC,31,32,100.0,0.8260103679098093,0.7127766938034044
0,classification,diabetes,6,HS (CART-CCP),AUC,31,32,0.1,0.8928397671414432,0.7116665545313866
0,classification,diabetes,7,DT,AUC,1,2,None,0.6767980892148288,0.6233601070950469
0,classification,diabetes,7,CCP,AUC,1,2,None,0.6767980892148288,0.6233601070950469
0,classification,diabetes,7,HS (CART),AUC,1,2,0.1,0.6767980892148288,0.6233601070950469
0,classification,diabetes,7,HS (CART-CCP),AUC,1,2,0.1,0.6767980892148288,0.6233601070950469
0,classification,diabetes,7,DT,AUC,3,4,None,0.7714458723003431,0.7019410977242303
0,classification,diabetes,7,CCP,AUC,3,4,None,0.7714458723003431,0.7019410977242303
0,classification,diabetes,7,HS (CART),AUC,3,4,0.1,0.7714458723003431,0.7019410977242303
0,classification,diabetes,7,HS (CART-CCP),AUC,3,4,0.1,0.7714458723003431,0.7019410977242303
0,classification,diabetes,7,DT,AUC,7,8,None,0.7987452062167801,0.7369477911646586
0,classification,diabetes,7,CCP,AUC,7,8,None,0.7987452062167801,0.7369477911646586
0,classification,diabetes,7,HS (CART),AUC,7,8,0.1,0.7987452062167801,0.7369477911646586
0,classification,diabetes,7,HS (CART-CCP),AUC,7,8,0.1,0.7987452062167801,0.7369477911646586
0,classification,diabetes,7,DT,AUC,11,12,None,0.8020924443248336,0.6691432396251674
0,classification,diabetes,7,CCP,AUC,11,12,None,0.8020924443248336,0.6691432396251674
0,classification,diabetes,7,HS (CART),AUC,11,12,0.1,0.8020924443248336,0.6691432396251674
0,classification,diabetes,7,HS (CART-CCP),AUC,11,12,0.1,0.8020924443248336,0.6691432396251674
0,classification,diabetes,7,DT,AUC,14,15,None,0.8371122922693938,0.6934404283801875
0,classification,diabetes,7,CCP,AUC,14,15,None,0.8371122922693938,0.6934404283801875
0,classification,diabetes,7,HS (CART),AUC,14,15,50.0,0.8337482338693399,0.7070950468540831
0,classification,diabetes,7,HS (CART-CCP),AUC,14,15,0.1,0.8371122922693938,0.6934404283801875
0,classification,diabetes,7,DT,AUC,19,20,None,0.8545212944896724,0.6878848728246317
0,classification,diabetes,7,CCP,AUC,19,20,None,0.8545212944896724,0.6878848728246317
0,classification,diabetes,7,HS (CART),AUC,19,20,0.1,0.8545212944896724,0.6878848728246317
0,classification,diabetes,7,HS (CART-CCP),AUC,19,20,0.1,0.8545212944896724,0.6878848728246317
0,classification,diabetes,7,DT,AUC,23,24,None,0.8743692390499899,0.6848728246318607
0,classification,diabetes,7,CCP,AUC,23,24,None,0.8743692390499899,0.6848728246318607
0,classification,diabetes,7,HS (CART),AUC,23,24,10.0,0.8743692390499899,0.6848728246318607
0,classification,diabetes,7,HS (CART-CCP),AUC,23,24,0.1,0.8743692390499899,0.6848728246318607
0,classification,diabetes,7,DT,AUC,27,28,None,0.8951591199623227,0.6663319946452476
0,classification,diabetes,7,CCP,AUC,27,28,None,0.8951591199623227,0.6663319946452476
0,classification,diabetes,7,HS (CART),AUC,27,28,1.0,0.8951591199623227,0.6663319946452476
0,classification,diabetes,7,HS (CART-CCP),AUC,27,28,0.1,0.8951591199623227,0.6663319946452476
0,classification,diabetes,7,DT,AUC,29,30,None,0.8996501379263945,0.6637884872824631
0,classification,diabetes,7,CCP,AUC,29,30,None,0.8996501379263945,0.6637884872824631
0,classification,diabetes,7,HS (CART),AUC,29,30,25.0,0.8842932113301487,0.6728246318607765
0,classification,diabetes,7,HS (CART-CCP),AUC,29,30,0.1,0.8996501379263945,0.6637884872824631
0,classification,diabetes,7,DT,AUC,31,32,None,0.9041411558904664,0.6672690763052208
0,classification,diabetes,7,CCP,AUC,31,32,None,0.9041411558904664,0.6642570281124497
0,classification,diabetes,7,HS (CART),AUC,31,32,10.0,0.9041411558904664,0.6672690763052208
0,classification,diabetes,7,HS (CART-CCP),AUC,31,32,0.1,0.9041411558904664,0.6642570281124497
0,classification,diabetes,7,DT,AUC,1,2,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,CCP,AUC,1,2,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,HS (CART),AUC,1,2,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,HS (CART-CCP),AUC,1,2,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,DT,AUC,3,4,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,CCP,AUC,3,4,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,HS (CART),AUC,3,4,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,HS (CART-CCP),AUC,3,4,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,7,DT,AUC,7,8,None,0.8082691630177663,0.7446679674359146
0,classification,diabetes,7,CCP,AUC,7,8,None,0.8082691630177663,0.7446679674359146
0,classification,diabetes,7,HS (CART),AUC,7,8,0.1,0.8082691630177663,0.7446679674359146
0,classification,diabetes,7,HS (CART-CCP),AUC,7,8,0.1,0.8082691630177663,0.7446679674359146
0,classification,diabetes,7,DT,AUC,11,12,None,0.8262871810357845,0.7371661172037947
0,classification,diabetes,7,CCP,AUC,11,12,None,0.8262871810357845,0.7371661172037947
0,classification,diabetes,7,HS (CART),AUC,11,12,0.1,0.8262871810357845,0.7371661172037947
0,classification,diabetes,7,HS (CART-CCP),AUC,11,12,0.1,0.8262871810357845,0.7371661172037947
0,classification,diabetes,7,DT,AUC,14,15,None,0.8439193383327461,0.7281840812756509
0,classification,diabetes,7,CCP,AUC,14,15,None,0.8439193383327461,0.7281840812756509
0,classification,diabetes,7,HS (CART),AUC,14,15,0.1,0.8439193383327461,0.7281840812756509
0,classification,diabetes,7,HS (CART-CCP),AUC,14,15,0.1,0.8439193383327461,0.7281840812756509
0,classification,diabetes,7,DT,AUC,19,20,None,0.8339708423507306,0.7165444392114647
0,classification,diabetes,7,CCP,AUC,19,20,None,0.8339708423507306,0.7165444392114647
0,classification,diabetes,7,HS (CART),AUC,19,20,10.0,0.8339708423507306,0.7165444392114647
0,classification,diabetes,7,HS (CART-CCP),AUC,19,20,0.1,0.8339708423507306,0.7165444392114647
0,classification,diabetes,7,DT,AUC,23,24,None,0.8468552351233917,0.7109264616833748
0,classification,diabetes,7,CCP,AUC,23,24,None,0.8468552351233917,0.7109264616833748
0,classification,diabetes,7,HS (CART),AUC,23,24,50.0,0.8281409901521632,0.7172845320594766
0,classification,diabetes,7,HS (CART-CCP),AUC,23,24,0.1,0.8468552351233917,0.7109264616833748
0,classification,diabetes,7,DT,AUC,27,28,None,0.8677001023369739,0.7184283119154948
0,classification,diabetes,7,CCP,AUC,27,28,None,0.8677001023369739,0.7184283119154948
0,classification,diabetes,7,HS (CART),AUC,27,28,50.0,0.8459828543627427,0.7247863822915966
0,classification,diabetes,7,HS (CART-CCP),AUC,27,28,0.1,0.8677001023369739,0.7184283119154948
0,classification,diabetes,7,DT,AUC,29,30,None,0.8722046068414784,0.7247863822915966
0,classification,diabetes,7,CCP,AUC,29,30,None,0.8722046068414784,0.7247863822915966
0,classification,diabetes,7,HS (CART),AUC,29,30,50.0,0.8515694465415137,0.7304043598196865
0,classification,diabetes,7,HS (CART-CCP),AUC,29,30,0.1,0.8722046068414784,0.7247863822915966
0,classification,diabetes,7,DT,AUC,31,32,None,0.8818762896975187,0.7161743927874588
0,classification,diabetes,7,CCP,AUC,31,32,None,0.8818762896975187,0.7161743927874588
0,classification,diabetes,7,HS (CART),AUC,31,32,100.0,0.8292230778264299,0.7311444526676983
0,classification,diabetes,7,HS (CART-CCP),AUC,31,32,0.1,0.8818762896975187,0.7161743927874588
0,classification,diabetes,7,DT,AUC,1,2,None,0.7264918549834751,0.6971001816591537
0,classification,diabetes,7,CCP,AUC,1,2,None,0.7264918549834751,0.6971001816591537
0,classification,diabetes,7,HS (CART),AUC,1,2,0.1,0.7264918549834751,0.6971001816591537
0,classification,diabetes,7,HS (CART-CCP),AUC,1,2,0.1,0.7264918549834751,0.6971001816591537
0,classification,diabetes,7,DT,AUC,3,4,None,0.7321874947573273,0.7067886698513086
0,classification,diabetes,7,CCP,AUC,3,4,None,0.7321874947573273,0.7067886698513086
0,classification,diabetes,7,HS (CART),AUC,3,4,0.1,0.7321874947573273,0.7067886698513086
0,classification,diabetes,7,HS (CART-CCP),AUC,3,4,0.1,0.7321874947573273,0.7067886698513086
0,classification,diabetes,7,DT,AUC,7,8,None,0.7834063113392723,0.7397900827558367
0,classification,diabetes,7,CCP,AUC,7,8,None,0.7834063113392723,0.7397900827558367
0,classification,diabetes,7,HS (CART),AUC,7,8,0.1,0.7834063113392723,0.7397900827558367
0,classification,diabetes,7,HS (CART-CCP),AUC,7,8,0.1,0.7834063113392723,0.7397900827558367
0,classification,diabetes,7,DT,AUC,11,12,None,0.8102236314526818,0.7382762564758124
0,classification,diabetes,7,CCP,AUC,11,12,None,0.8102236314526818,0.7382762564758124
0,classification,diabetes,7,HS (CART),AUC,11,12,0.1,0.8102236314526818,0.7382762564758124
0,classification,diabetes,7,HS (CART-CCP),AUC,11,12,0.1,0.8102236314526818,0.7382762564758124
0,classification,diabetes,7,DT,AUC,14,15,None,0.8079923498917914,0.7213886833075422
0,classification,diabetes,7,CCP,AUC,14,15,None,0.8079923498917914,0.7213886833075422
0,classification,diabetes,7,HS (CART),AUC,14,15,0.1,0.8079923498917914,0.7213886833075422
0,classification,diabetes,7,HS (CART-CCP),AUC,14,15,0.1,0.8079923498917914,0.7213886833075422
0,classification,diabetes,7,DT,AUC,19,20,None,0.8341805492643481,0.7273767072596381
0,classification,diabetes,7,CCP,AUC,19,20,None,0.8341805492643481,0.7273767072596381
0,classification,diabetes,7,HS (CART),AUC,19,20,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,7,HS (CART-CCP),AUC,19,20,0.1,0.8341805492643481,0.7273767072596381
0,classification,diabetes,7,DT,AUC,23,24,None,0.8578187125673158,0.7210186368835363
0,classification,diabetes,7,CCP,AUC,23,24,None,0.8578187125673158,0.7210186368835363
0,classification,diabetes,7,HS (CART),AUC,23,24,50.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,7,HS (CART-CCP),AUC,23,24,0.1,0.8578187125673158,0.7210186368835363
0,classification,diabetes,7,DT,AUC,27,28,None,0.8679098092505914,0.7183946713314944
0,classification,diabetes,7,CCP,AUC,27,28,None,0.8679098092505914,0.7240126488595843
0,classification,diabetes,7,HS (CART),AUC,27,28,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,7,HS (CART-CCP),AUC,27,28,0.1,0.8679098092505914,0.7240126488595843
0,classification,diabetes,7,DT,AUC,29,30,None,0.8709128122535943,0.7183946713314944
0,classification,diabetes,7,CCP,AUC,29,30,None,0.8709128122535943,0.7183946713314944
0,classification,diabetes,7,HS (CART),AUC,29,30,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,7,HS (CART-CCP),AUC,29,30,0.1,0.8709128122535943,0.7183946713314944
0,classification,diabetes,7,DT,AUC,31,32,None,0.8887546764641737,0.7116665545313866
0,classification,diabetes,7,CCP,AUC,31,32,None,0.8928397671414432,0.7172845320594766
0,classification,diabetes,7,HS (CART),AUC,31,32,100.0,0.8260103679098093,0.7127766938034044
0,classification,diabetes,7,HS (CART-CCP),AUC,31,32,0.1,0.8928397671414432,0.7172845320594766
0,classification,diabetes,8,DT,AUC,1,2,None,0.6767980892148288,0.6233601070950469
0,classification,diabetes,8,CCP,AUC,1,2,None,0.6767980892148288,0.6233601070950469
0,classification,diabetes,8,HS (CART),AUC,1,2,0.1,0.6767980892148288,0.6233601070950469
0,classification,diabetes,8,HS (CART-CCP),AUC,1,2,0.1,0.6767980892148288,0.6233601070950469
0,classification,diabetes,8,DT,AUC,3,4,None,0.7714458723003431,0.7019410977242303
0,classification,diabetes,8,CCP,AUC,3,4,None,0.7714458723003431,0.7019410977242303
0,classification,diabetes,8,HS (CART),AUC,3,4,0.1,0.7714458723003431,0.7019410977242303
0,classification,diabetes,8,HS (CART-CCP),AUC,3,4,0.1,0.7714458723003431,0.7019410977242303
0,classification,diabetes,8,DT,AUC,7,8,None,0.7987452062167801,0.7369477911646586
0,classification,diabetes,8,CCP,AUC,7,8,None,0.7987452062167801,0.7369477911646586
0,classification,diabetes,8,HS (CART),AUC,7,8,0.1,0.7987452062167801,0.7369477911646586
0,classification,diabetes,8,HS (CART-CCP),AUC,7,8,0.1,0.7987452062167801,0.7369477911646586
0,classification,diabetes,8,DT,AUC,11,12,None,0.8020924443248336,0.6691432396251674
0,classification,diabetes,8,CCP,AUC,11,12,None,0.8020924443248336,0.6691432396251674
0,classification,diabetes,8,HS (CART),AUC,11,12,0.1,0.8020924443248336,0.6691432396251674
0,classification,diabetes,8,HS (CART-CCP),AUC,11,12,0.1,0.8020924443248336,0.6691432396251674
0,classification,diabetes,8,DT,AUC,14,15,None,0.8371122922693938,0.6934404283801875
0,classification,diabetes,8,CCP,AUC,14,15,None,0.8371122922693938,0.6934404283801875
0,classification,diabetes,8,HS (CART),AUC,14,15,50.0,0.8337482338693399,0.7070950468540831
0,classification,diabetes,8,HS (CART-CCP),AUC,14,15,0.1,0.8371122922693938,0.6934404283801875
0,classification,diabetes,8,DT,AUC,19,20,None,0.8545212944896724,0.6878848728246317
0,classification,diabetes,8,CCP,AUC,19,20,None,0.8545212944896724,0.6878848728246317
0,classification,diabetes,8,HS (CART),AUC,19,20,0.1,0.8545212944896724,0.6878848728246317
0,classification,diabetes,8,HS (CART-CCP),AUC,19,20,0.1,0.8545212944896724,0.6878848728246317
0,classification,diabetes,8,DT,AUC,23,24,None,0.8743692390499899,0.6848728246318607
0,classification,diabetes,8,CCP,AUC,23,24,None,0.8743692390499899,0.6848728246318607
0,classification,diabetes,8,HS (CART),AUC,23,24,1.0,0.8743692390499899,0.6848728246318607
0,classification,diabetes,8,HS (CART-CCP),AUC,23,24,0.1,0.8743692390499899,0.6848728246318607
0,classification,diabetes,8,DT,AUC,27,28,None,0.8951591199623227,0.6663319946452476
0,classification,diabetes,8,CCP,AUC,27,28,None,0.8951591199623227,0.6663319946452476
0,classification,diabetes,8,HS (CART),AUC,27,28,0.1,0.8951591199623227,0.6663319946452476
0,classification,diabetes,8,HS (CART-CCP),AUC,27,28,0.1,0.8951591199623227,0.6663319946452476
0,classification,diabetes,8,DT,AUC,29,30,None,0.8996501379263945,0.6668005354752343
0,classification,diabetes,8,CCP,AUC,29,30,None,0.8996501379263945,0.6637884872824631
0,classification,diabetes,8,HS (CART),AUC,29,30,50.0,0.8571452600417142,0.7075635876840696
0,classification,diabetes,8,HS (CART-CCP),AUC,29,30,0.1,0.8996501379263945,0.6637884872824631
0,classification,diabetes,8,DT,AUC,31,32,None,0.9041411558904664,0.6642570281124497
0,classification,diabetes,8,CCP,AUC,31,32,None,0.9041411558904664,0.6642570281124497
0,classification,diabetes,8,HS (CART),AUC,31,32,0.1,0.9041411558904664,0.6642570281124497
0,classification,diabetes,8,HS (CART-CCP),AUC,31,32,0.1,0.9041411558904664,0.6642570281124497
0,classification,diabetes,8,DT,AUC,1,2,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,CCP,AUC,1,2,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,HS (CART),AUC,1,2,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,HS (CART-CCP),AUC,1,2,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,DT,AUC,3,4,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,CCP,AUC,3,4,None,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,HS (CART),AUC,3,4,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,HS (CART-CCP),AUC,3,4,0.1,0.6551663395238815,0.6663190472986611
0,classification,diabetes,8,DT,AUC,7,8,None,0.8082691630177663,0.7446679674359146
0,classification,diabetes,8,CCP,AUC,7,8,None,0.8082691630177663,0.7446679674359146
0,classification,diabetes,8,HS (CART),AUC,7,8,0.1,0.8082691630177663,0.7446679674359146
0,classification,diabetes,8,HS (CART-CCP),AUC,7,8,0.1,0.8082691630177663,0.7446679674359146
0,classification,diabetes,8,DT,AUC,11,12,None,0.8262871810357845,0.7371661172037947
0,classification,diabetes,8,CCP,AUC,11,12,None,0.8262871810357845,0.7371661172037947
0,classification,diabetes,8,HS (CART),AUC,11,12,0.1,0.8262871810357845,0.7371661172037947
0,classification,diabetes,8,HS (CART-CCP),AUC,11,12,0.1,0.8262871810357845,0.7371661172037947
0,classification,diabetes,8,DT,AUC,14,15,None,0.8439193383327461,0.7281840812756509
0,classification,diabetes,8,CCP,AUC,14,15,None,0.8439193383327461,0.7281840812756509
0,classification,diabetes,8,HS (CART),AUC,14,15,0.1,0.8439193383327461,0.7281840812756509
0,classification,diabetes,8,HS (CART-CCP),AUC,14,15,0.1,0.8439193383327461,0.7281840812756509
0,classification,diabetes,8,DT,AUC,19,20,None,0.8326790477628466,0.713550427235417
0,classification,diabetes,8,CCP,AUC,19,20,None,0.8339708423507306,0.7165444392114647
0,classification,diabetes,8,HS (CART),AUC,19,20,0.1,0.8326790477628466,0.713550427235417
0,classification,diabetes,8,HS (CART-CCP),AUC,19,20,0.1,0.8339708423507306,0.7165444392114647
0,classification,diabetes,8,DT,AUC,23,24,None,0.8455634405355076,0.7079324497073269
0,classification,diabetes,8,CCP,AUC,23,24,None,0.8455634405355076,0.7079324497073269
0,classification,diabetes,8,HS (CART),AUC,23,24,50.0,0.8268491955642793,0.7142905200834286
0,classification,diabetes,8,HS (CART-CCP),AUC,23,24,0.1,0.8455634405355076,0.7079324497073269
0,classification,diabetes,8,DT,AUC,27,28,None,0.8677001023369739,0.707192356859315
0,classification,diabetes,8,CCP,AUC,27,28,None,0.8677001023369739,0.707192356859315
0,classification,diabetes,8,HS (CART),AUC,27,28,25.0,0.8487761504521282,0.713550427235417
0,classification,diabetes,8,HS (CART-CCP),AUC,27,28,0.1,0.8677001023369739,0.707192356859315
0,classification,diabetes,8,DT,AUC,29,30,None,0.8722046068414784,0.713550427235417
0,classification,diabetes,8,CCP,AUC,29,30,None,0.8722046068414784,0.713550427235417
0,classification,diabetes,8,HS (CART),AUC,29,30,10.0,0.8732866945157449,0.7128103343874048
0,classification,diabetes,8,HS (CART-CCP),AUC,29,30,0.1,0.8722046068414784,0.713550427235417
0,classification,diabetes,8,DT,AUC,31,32,None,0.8818762896975187,0.7274103478436386
0,classification,diabetes,8,CCP,AUC,31,32,None,0.8818762896975187,0.7274103478436386
0,classification,diabetes,8,HS (CART),AUC,31,32,100.0,0.8292230778264299,0.742380407723878
0,classification,diabetes,8,HS (CART-CCP),AUC,31,32,0.1,0.8818762896975187,0.7274103478436386
0,classification,diabetes,8,DT,AUC,1,2,None,0.7264918549834751,0.6971001816591537
0,classification,diabetes,8,CCP,AUC,1,2,None,0.7264918549834751,0.6971001816591537
0,classification,diabetes,8,HS (CART),AUC,1,2,0.1,0.7264918549834751,0.6971001816591537
0,classification,diabetes,8,HS (CART-CCP),AUC,1,2,0.1,0.7264918549834751,0.6971001816591537
0,classification,diabetes,8,DT,AUC,3,4,None,0.7321874947573273,0.7067886698513086
0,classification,diabetes,8,CCP,AUC,3,4,None,0.7321874947573273,0.7067886698513086
0,classification,diabetes,8,HS (CART),AUC,3,4,0.1,0.7321874947573273,0.7067886698513086
0,classification,diabetes,8,HS (CART-CCP),AUC,3,4,0.1,0.7321874947573273,0.7067886698513086
0,classification,diabetes,8,DT,AUC,7,8,None,0.7834063113392723,0.7397900827558367
0,classification,diabetes,8,CCP,AUC,7,8,None,0.7834063113392723,0.7397900827558367
0,classification,diabetes,8,HS (CART),AUC,7,8,0.1,0.7834063113392723,0.7397900827558367
0,classification,diabetes,8,HS (CART-CCP),AUC,7,8,0.1,0.7834063113392723,0.7397900827558367
0,classification,diabetes,8,DT,AUC,11,12,None,0.8102236314526818,0.7382762564758124
0,classification,diabetes,8,CCP,AUC,11,12,None,0.8102236314526818,0.7382762564758124
0,classification,diabetes,8,HS (CART),AUC,11,12,0.1,0.8102236314526818,0.7382762564758124
0,classification,diabetes,8,HS (CART-CCP),AUC,11,12,0.1,0.8102236314526818,0.7382762564758124
0,classification,diabetes,8,DT,AUC,14,15,None,0.8079923498917914,0.7213886833075422
0,classification,diabetes,8,CCP,AUC,14,15,None,0.8079923498917914,0.7213886833075422
0,classification,diabetes,8,HS (CART),AUC,14,15,0.1,0.8079923498917914,0.7213886833075422
0,classification,diabetes,8,HS (CART-CCP),AUC,14,15,0.1,0.8079923498917914,0.7213886833075422
0,classification,diabetes,8,DT,AUC,19,20,None,0.8341805492643481,0.7273767072596381
0,classification,diabetes,8,CCP,AUC,19,20,None,0.8341805492643481,0.7273767072596381
0,classification,diabetes,8,HS (CART),AUC,19,20,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,8,HS (CART-CCP),AUC,19,20,0.1,0.8341805492643481,0.7273767072596381
0,classification,diabetes,8,DT,AUC,23,24,None,0.8578187125673158,0.7210186368835363
0,classification,diabetes,8,CCP,AUC,23,24,None,0.8578187125673158,0.7210186368835363
0,classification,diabetes,8,HS (CART),AUC,23,24,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,8,HS (CART-CCP),AUC,23,24,0.1,0.8578187125673158,0.7210186368835363
0,classification,diabetes,8,DT,AUC,27,28,None,0.8679098092505914,0.7240126488595843
0,classification,diabetes,8,CCP,AUC,27,28,None,0.8679098092505914,0.7183946713314944
0,classification,diabetes,8,HS (CART),AUC,27,28,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,8,HS (CART-CCP),AUC,27,28,0.1,0.8679098092505914,0.7183946713314944
0,classification,diabetes,8,DT,AUC,29,30,None,0.8709128122535943,0.7183946713314944
0,classification,diabetes,8,CCP,AUC,29,30,None,0.8709128122535943,0.7240126488595843
0,classification,diabetes,8,HS (CART),AUC,29,30,100.0,0.80816850369923,0.7251227881316019
0,classification,diabetes,8,HS (CART-CCP),AUC,29,30,0.1,0.8709128122535943,0.7240126488595843
0,classification,diabetes,8,DT,AUC,31,32,None,0.8887546764641737,0.7116665545313866
0,classification,diabetes,8,CCP,AUC,31,32,None,0.8887546764641737,0.7060485770032968
0,classification,diabetes,8,HS (CART),AUC,31,32,100.0,0.8260103679098093,0.7127766938034044
0,classification,diabetes,8,HS (CART-CCP),AUC,31,32,0.1,0.8887546764641737,0.7060485770032968
0,classification,diabetes,9,DT,AUC,1,2,None,0.6767980892148288,0.6233601070950469
0,classification,diabetes,9,CCP,AUC,1,2,None,0.6767980892148288,0.6233601070950469
0,classification,diabetes,9,HS (CART),AUC,1,2,0.1,0.6767980892148288,0.6233601070950469
0,classification,diabetes,9,HS (CART-CCP),AUC,1,2,0.1,0.6767980892148288,0.6233601070950469
0,classification,diabetes,9,DT,AUC,3,4,None,0.7714458723003431,0.7019410977242303
0,classification,diabetes,9,CCP,AUC,3,4,None,0.7714458723003431,0.7019410977242303
0,classification,diabetes,9,HS (CART),AUC,3,4,0.1,0.7714458723003431,0.7019410977242303
0,classification,diabetes,9,HS (CART-CCP),AUC,3,4,0.1,0.7714458723003431,0.7019410977242303
0,classification,diabetes,9,DT,AUC,7,8,None,0.7987452062167801,0.7369477911646586
0,classification,diabetes,9,CCP,AUC,7,8,None,0.7987452062167801,0.7369477911646586
0,classification,diabetes,9,HS (CART),AUC,7,8,0.1,0.7987452062167801,0.7369477911646586
0,classification,diabetes,9,HS (CART-CCP),AUC,7,8,0.1,0.7987452062167801,0.7369477911646586
0,classification,diabetes,9,DT,AUC,11,12,None,0.8020924443248336,0.6691432396251674
0,classification,diabetes,9,CCP,AUC,11,12,None,0.8020924443248336,0.6691432396251674
0,classification,diabetes,9,HS (CART),AUC,11,12,0.1,0.8020924443248336,0.6691432396251674
0,classification,diabetes,9,HS (CART-CCP),AUC,11,12,0.1,0.8020924443248336,0.6691432396251674
0,classification,diabetes,9,DT,AUC,14,15,None,0.8371122922693938,0.6934404283801875
0,classification,diabetes,9,CCP,AUC,14,15,None,0.8371122922693938,0.6934404283801875
0,classification,diabetes,9,HS (CART),AUC,14,15,50.0,0.8337482338693399,0.7070950468540831
0,classification,diabetes,9,HS (CART-CCP),AUC,14,15,0.1,0.8371122922693938,0.6934404283801875
0,classification,diabetes,9,DT,AUC,19,20,None,0.8545212944896724,0.6878848728246317
0,classification,diabetes,9,CCP,AUC,19,20,None,0.8545212944896724,0.6878848728246317
0,classification,diabetes,9,HS (CART),AUC,19,20,0.1,0.8545212944896724,0.6878848728246317
0,classification,diabetes,9,HS (CART-CCP),AUC,19,20,0.1,0.8545212944896724,0.6878848728246317
0,classification,diabetes,9,DT,AUC,23,24,None,0.8743692390499899,0.6848728246318607
0,classification,diabetes,9,CCP,AUC,23,24,None,0.8743692390499899,0.6848728246318607
0,classification,diabetes,9,HS (CART),AUC,23,24,0.1,0.8743692390499899,0.6848728246318607
0,classification,diabetes,9,HS (CART-CCP),AUC,23,24,0.1,0.8743692390499899,0.6848728246318607
0,classification,diabetes,9,DT,AUC,27,28,None,0.8951591199623227,0.6663319946452476
0,classification,diabetes,9,CCP,AUC,27,28,None,0.8951591199623227,0.6663319946452476
0,classification,diabetes,9,HS (CART),AUC,27,28,25.0,0.8758662450380138,0.6788487282463185
0,classification,diabetes,9,HS (CART-CCP),AUC,27,28,0.1,0.8951591199623227,0.6663319946452476
0,classification,diabetes,9,DT,AUC,29,30,None,0.8996501379263945,0.6668005354752343
