,task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
15576,classification,recidivism,78,DT,AUC,29,30,None,0.7592177288118032,0.7329235586117447,0.0037457942962646,0.0004611015319824,0.0037451900000178,0.0004612200000337,,
15577,classification,recidivism,78,HS (CART),AUC,29,30,50.0,0.7587417583418439,0.7331286980640319,0.000439167022705,0.0004324913024902,0.0004397100000232,0.0004331500000489,0.066868782043457,0.0668686099999149
15578,classification,recidivism,78,DT,AUC,31,32,None,0.760054462187671,0.7330062761328283,0.0037031173706054,0.0004534721374511,0.0037021900000127,0.0004542599999695,,
15579,classification,recidivism,78,HS (CART),AUC,31,32,50.0,0.7595633515039555,0.733303113865631,0.0004553794860839,0.0004208087921142,0.0004554600000119,0.0004213700000263,0.0669724941253662,0.0669721199999457
15580,classification,recidivism,79,DT,AUC,1,2,None,0.6540766326650584,0.6385017446306875,0.0015380382537841,0.0003151893615722,0.0015375200000562,0.0003156600000693,,
15581,classification,recidivism,79,HS (CART),AUC,1,2,50.0,0.6540766326650584,0.6385017446306875,9.179115295410156e-05,0.0003108978271484,9.23899999634159e-05,0.0003113999999868,0.0333709716796875,0.0333711200000834
15582,classification,recidivism,79,DT,AUC,3,4,None,0.702264266280402,0.6947302794339664,0.0021417140960693,0.0003538131713867,0.0021407100000487,0.0003543499999523,,
15583,classification,recidivism,79,HS (CART),AUC,3,4,100.0,0.702264266280402,0.6947302794339664,0.0001184940338134,0.0003407001495361,0.000118939999993,0.0003411600000617,0.0412900447845459,0.0412901499998952
15584,classification,recidivism,79,DT,AUC,7,8,None,0.7337794491942922,0.7182575057878631,0.0028655529022216,0.0004081726074218,0.0028584299999465,0.0004085100000565,,
15585,classification,recidivism,79,HS (CART),AUC,7,8,0.1,0.7337794491942922,0.7182575057878631,0.0001726150512695,0.0003809928894042,0.0001729499999783,0.0003815799999529,0.049288272857666,0.0492884000000231
15586,classification,recidivism,79,DT,AUC,11,12,None,0.7434335828393247,0.7143088076671107,0.0030426979064941,0.0004122257232666,0.0030419500000107,0.0004127699999116,,
15587,classification,recidivism,79,HS (CART),AUC,11,12,1.0,0.7434335828393247,0.7143088076671107,0.0002169609069824,0.0003981590270996,0.0002173600000787,0.0003983800000924,0.0535871982574462,0.0535869999999931
15588,classification,recidivism,79,DT,AUC,14,15,None,0.7469366497971566,0.7153973702445697,0.0031859874725341,0.0004119873046875,0.0031854799999564,0.0004123500000332,,
15589,classification,recidivism,79,HS (CART),AUC,14,15,10.0,0.7469366497971566,0.7153973702445697,0.0002567768096923,0.0004072189331054,0.0002571100000068,0.0004079599999613,0.0558154582977294,0.0558160000000498
15590,classification,recidivism,79,DT,AUC,19,20,None,0.7529531105214314,0.7194741623551144,0.0034375190734863,0.0004317760467529,0.0034366300000101,0.0004320299999562,,
15591,classification,recidivism,79,HS (CART),AUC,19,20,100.0,0.7523967076658924,0.7235504817941099,0.0003232955932617,0.0004189014434814,0.0003233300000147,0.0004193199999917,0.0601382255554199,0.0601387400000703
15592,classification,recidivism,79,DT,AUC,23,24,None,0.7570108060910027,0.7139155449383021,0.0036354064941406,0.0004410743713378,0.0036339800000178,0.000441490000071,,
15593,classification,recidivism,79,HS (CART),AUC,23,24,100.0,0.7557447057156437,0.7229114298597962,0.0003631114959716,0.0004150867462158,0.0003637199999957,0.0004159299999173,0.0626604557037353,0.0626603599999953
15594,classification,recidivism,79,DT,AUC,27,28,None,0.7610962981467668,0.7189145192410409,0.0037224292755126,0.0004384517669677,0.0037218200000097,0.0004392800000232,,
15595,classification,recidivism,79,HS (CART),AUC,27,28,100.0,0.759628170544099,0.7247302699805354,0.0004119873046875,0.0004229545593261,0.0004123200000094,0.0004232900000715,0.0646202564239502,0.0646203300000252
15596,classification,recidivism,79,DT,AUC,29,30,None,0.7625087144941287,0.7170238330448461,0.0038428306579589,0.0004403591156005,0.0038421600000901,0.0004408800000419,,
15597,classification,recidivism,79,HS (CART),AUC,29,30,100.0,0.7606256504082062,0.7234568928273983,0.0004379749298095,0.0004258155822753,0.0004382199999781,0.0004263399999899,0.0662233829498291,0.0662091100000452
15598,classification,recidivism,79,DT,AUC,31,32,None,0.7646669046519015,0.7133861528033677,0.0038247108459472,0.0004322528839111,0.0038239399999611,0.0004326100000753,,
15599,classification,recidivism,79,HS (CART),AUC,31,32,25.0,0.7639702182532782,0.7161536447230475,0.0004534721374511,0.0004191398620605,0.0004540600000382,0.000419529999931,0.0672612190246582,0.0672544299999344
15600,classification,recidivism,80,DT,AUC,1,2,None,0.6411669982136914,0.6467087407368193,0.0014920234680175,0.0003132820129394,0.0014895499999738,0.0003136500000664,,
15601,classification,recidivism,80,HS (CART),AUC,1,2,25.0,0.6411669982136914,0.6467087407368193,9.107589721679688e-05,0.0003061294555664,9.133000003203053e-05,0.0003068400000074,0.0332098007202148,0.033209710000051
15602,classification,recidivism,80,DT,AUC,3,4,None,0.701317766354802,0.6938317308192249,0.0020816326141357,0.0003526210784912,0.0020809400000416,0.0003529099999468,,
15603,classification,recidivism,80,HS (CART),AUC,3,4,100.0,0.701317766354802,0.6938317308192249,0.0001158714294433,0.0003440380096435,0.0001163599999927,0.0003447000000278,0.0409555435180664,0.0409516099999791
15604,classification,recidivism,80,DT,AUC,7,8,None,0.7223710615631845,0.7094511621575376,0.0026450157165527,0.0003890991210937,0.0026431099998944,0.0003897300000517,,
15605,classification,recidivism,80,HS (CART),AUC,7,8,0.1,0.7223710615631845,0.7094511621575376,0.0001685619354248,0.0003666877746582,0.0001686399999698,0.0003669600000648,0.0488290786743164,0.0488096900000982
15606,classification,recidivism,80,DT,AUC,11,12,None,0.7386206508257449,0.721005618174032,0.00301194190979,0.0004012584686279,0.0030111300000044,0.0004016300000557,,
15607,classification,recidivism,80,HS (CART),AUC,11,12,100.0,0.7384557644353067,0.7203741289845029,0.0002143383026123,0.0003831386566162,0.0002145700000255,0.0003838200000245,0.053506851196289,0.053506719999973
15608,classification,recidivism,80,DT,AUC,14,15,None,0.7441387856081859,0.7224770447062205,0.0032722949981689,0.0004096031188964,0.0032706599999983,0.0004100900000594,,
15609,classification,recidivism,80,HS (CART),AUC,14,15,100.0,0.7439194890745615,0.7219684501194441,0.0002572536468505,0.0003929138183593,0.0002575500000148,0.0003934899999649,0.0567867755889892,0.0567867800000385
15610,classification,recidivism,80,DT,AUC,19,20,None,0.7526572849385863,0.7172412619574084,0.0033638477325439,0.0004079341888427,0.0033621700000594,0.0004085599999825,,
15611,classification,recidivism,80,HS (CART),AUC,19,20,0.1,0.7526572849385863,0.7172393712712122,0.00034761428833,0.0004091262817382,0.0003481400000282,0.000409609999906,0.060148000717163,0.0601476999999022
15612,classification,recidivism,80,DT,AUC,23,24,None,0.7568391775741261,0.7202351635490827,0.0035591125488281,0.0004241466522216,0.0035582699999849,0.0004247199999554,,
15613,classification,recidivism,80,HS (CART),AUC,23,24,50.0,0.7556878116311381,0.7214168424217042,0.0003633499145507,0.0004246234893798,0.0003634700000247,0.0004250499999898,0.0626296997070312,0.0626426600000513
15614,classification,recidivism,80,DT,AUC,27,28,None,0.760512098805035,0.7206392977235192,0.0037126541137695,0.0004270076751708,0.0037121499999557,0.0004273399999874,,
15615,classification,recidivism,80,HS (CART),AUC,27,28,100.0,0.758665702424303,0.722540382693793,0.00040864944458,0.0004091262817382,0.0004089599999588,0.0004093000000011,0.0647423267364502,0.0647353199999543
15616,classification,recidivism,80,DT,AUC,29,30,None,0.764997032281538,0.720675693432796,0.0040159225463867,0.0004425048828125,0.0040140800000472,0.0004428700000289,,
15617,classification,recidivism,80,HS (CART),AUC,29,30,100.0,0.7628005184576948,0.7224860254656523,0.0004332065582275,0.0004229545593261,0.0004337399999485,0.0004232499999261,0.0663723945617675,0.0663721399999985
15618,classification,recidivism,80,DT,AUC,31,32,None,0.7662270563663061,0.7199610140506345,0.0040316581726074,0.0004444122314453,0.0040309500000148,0.0004448400000001,,
15619,classification,recidivism,80,HS (CART),AUC,31,32,100.0,0.7636622095296763,0.7234219151327687,0.0004565715789794,0.0004284381866455,0.0004571599999962,0.000428910000096,0.067009687423706,0.0670093900000665
15620,classification,recidivism,81,DT,AUC,1,2,None,0.6523594012329338,0.641934285419879,0.0015139579772949,0.0003161430358886,0.0015134499999476,0.0003167200000007,,
15621,classification,recidivism,81,HS (CART),AUC,1,2,1.0,0.6523594012329338,0.641934285419879,9.369850158691406e-05,0.0003128051757812,9.405000002971065e-05,0.0003132800000003,0.0333225727081298,0.0333229000000301
15622,classification,recidivism,81,DT,AUC,3,4,None,0.7075006511474743,0.6877583740854987,0.0021586418151855,0.0003557205200195,0.0021576199999344,0.0003561500000159,,
15623,classification,recidivism,81,HS (CART),AUC,3,4,50.0,0.7075006511474743,0.6877583740854987,0.000117540359497,0.0003390312194824,0.0001177000000325,0.0003395500000351,0.0409984588623046,0.0409980299999688
15624,classification,recidivism,81,DT,AUC,7,8,None,0.7336449615142864,0.709202536922738,0.0027124881744384,0.0003933906555175,0.0027108199999474,0.0003937500000574,,
15625,classification,recidivism,81,HS (CART),AUC,7,8,10.0,0.7336449615142864,0.709202536922738,0.0001707077026367,0.0003731250762939,0.0001707399999304,0.0003735799999731,0.048609972000122,0.0486023799999202
15626,classification,recidivism,81,DT,AUC,11,12,None,0.7459104271834968,0.7164641899307725,0.0028836727142333,0.0004069805145263,0.002883200000042,0.0004075299999612,,
15627,classification,recidivism,81,HS (CART),AUC,11,12,25.0,0.7459104271834968,0.7164641899307725,0.0002191066741943,0.0003941059112548,0.0002194899999494,0.0003944799999544,0.0550625324249267,0.0550621800000499
15628,classification,recidivism,81,DT,AUC,14,15,None,0.7498250004199044,0.7181634441496024,0.0031783580780029,0.0004093647003173,0.003177419999929,0.000409750000017,,
15629,classification,recidivism,81,HS (CART),AUC,14,15,25.0,0.7498250004199044,0.7181634441496024,0.0002539157867431,0.0003981590270996,0.0002543899998954,0.0003987100000131,0.0562400817871093,0.0562401100000897
15630,classification,recidivism,81,DT,AUC,19,20,None,0.7574968306091594,0.7237149714931788,0.0034601688385009,0.0004258155822753,0.0034597200000234,0.0004261899999846,,
15631,classification,recidivism,81,HS (CART),AUC,19,20,100.0,0.757103894749019,0.7253466336804948,0.0003149509429931,0.0004045963287353,0.0003151399999978,0.0004052299999557,0.0599367618560791,0.0599287800000638
15632,classification,recidivism,81,DT,AUC,23,24,None,0.7626652027972491,0.7244017632539467,0.0036520957946777,0.0004422664642333,0.003646730000014,0.000442620000058,,
15633,classification,recidivism,81,HS (CART),AUC,23,24,100.0,0.7622029531460063,0.7273606871509912,0.000359296798706,0.0004358291625976,0.0003598899999133,0.0004364699999541,0.062293529510498,0.0622931799999832
15634,classification,recidivism,81,DT,AUC,27,28,None,0.765959263835494,0.7257682567022463,0.0037508010864257,0.0004456043243408,0.0037500099999761,0.0004461099999844,,
15635,classification,recidivism,81,HS (CART),AUC,27,28,100.0,0.7650908306370742,0.7288122614781196,0.0004096031188964,0.0004308223724365,0.0004099799999721,0.0004312099999879,0.0650398731231689,0.0650398499999482
15636,classification,recidivism,81,DT,AUC,29,30,None,0.767778573427553,0.7243620588438265,0.0038380622863769,0.0004434585571289,0.0038369600000578,0.0004442100000687,,
15637,classification,recidivism,81,HS (CART),AUC,29,30,100.0,0.7672583651455246,0.7263170283706918,0.0004332065582275,0.0004405975341796,0.000433419999922,0.0004412099999626,0.0659472942352294,0.0659289799999669
15638,classification,recidivism,81,DT,AUC,31,32,None,0.769075427362104,0.725288022408413,0.0039663314819335,0.0004453659057617,0.0039655299999594,0.0004458099999737,,
15639,classification,recidivism,81,HS (CART),AUC,31,32,100.0,0.7683863110703587,0.7273384715881861,0.0004534721374511,0.0004355907440185,0.0004535599999826,0.0004359800000202,0.0665197372436523,0.0665344999999888
15640,classification,recidivism,82,DT,AUC,1,2,None,0.6466495298372215,0.6357489055290282,0.0015304088592529,0.0003137588500976,0.0015297300000156,0.0003141299999924,,
15641,classification,recidivism,82,HS (CART),AUC,1,2,25.0,0.6466495298372215,0.6357489055290282,9.012222290039062e-05,0.0003058910369873,9.049000004779371e-05,0.0003066000000444,0.0330958366394043,0.0330953500000532
15642,classification,recidivism,82,DT,AUC,3,4,None,0.7043605944710305,0.691016026401542,0.0021235942840576,0.0003523826599121,0.0021225499999673,0.0003529599999865,,
15643,classification,recidivism,82,HS (CART),AUC,3,4,10.0,0.7043605944710305,0.691016026401542,0.0001132488250732,0.0003421306610107,0.0001133600000002,0.000342670000009,0.0407979488372802,0.0407978000000639
15644,classification,recidivism,82,DT,AUC,7,8,None,0.7310679315368995,0.7132798017048316,0.0027346611022949,0.0003886222839355,0.0027331700000559,0.0003890799999908,,
15645,classification,recidivism,82,HS (CART),AUC,7,8,1.0,0.7310679315368995,0.7132798017048316,0.0001697540283203,0.0003726482391357,0.0001699599999938,0.0003733199999942,0.0487754344940185,0.0487754800000175
15646,classification,recidivism,82,DT,AUC,11,12,None,0.740817756064188,0.7236190191687221,0.0030388832092285,0.0004124641418457,0.003038060000108,0.0004127099999777,,
15647,classification,recidivism,82,HS (CART),AUC,11,12,10.0,0.740817756064188,0.7236190191687221,0.0002171993255615,0.0003881454467773,0.0002176699999836,0.0003886799999008,0.0533335208892822,0.0533332800000607
15648,classification,recidivism,82,DT,AUC,14,15,None,0.7473246177746582,0.7249963840626498,0.0031330585479736,0.0004215240478515,0.0031317799999897,0.0004220600000053,,
15649,classification,recidivism,82,HS (CART),AUC,14,15,100.0,0.7468649703476548,0.7255352296285653,0.000251293182373,0.0003979206085205,0.0002515200000061,0.0003982000000632,0.0559535026550293,0.0559473000000707
15650,classification,recidivism,82,DT,AUC,19,20,None,0.7537197021257571,0.7237735827652609,0.0034098625183105,0.0004236698150634,0.0034095800000386,0.0004241899999897,,
15651,classification,recidivism,82,HS (CART),AUC,19,20,100.0,0.7532224407302031,0.7258835885602141,0.0003082752227783,0.0004053115844726,0.0003085900000314,0.0004057599999214,0.059880256652832,0.0598718100000041
15652,classification,recidivism,82,DT,AUC,23,24,None,0.7600483114758325,0.7236856658571379,0.0036060810089111,0.0004427433013916,0.0036053799999535,0.0004429600001003,,
15653,classification,recidivism,82,HS (CART),AUC,23,24,50.0,0.7597104954563982,0.7245969766037038,0.0003607273101806,0.0004258155822753,0.000360999999998,0.0004262200000084,0.0628230571746826,0.0628146999999899
15654,classification,recidivism,82,DT,AUC,27,28,None,0.763593132304414,0.7196055650457499,0.0036697387695312,0.0004317760467529,0.0036684100000456,0.0004319800000303,,
15655,classification,recidivism,82,HS (CART),AUC,27,28,10.0,0.7632796825664933,0.721094480425253,0.0004053115844726,0.0004246234893798,0.0004056599999557,0.0004249200000003,0.0649123191833496,0.0649123499999859
15656,classification,recidivism,82,DT,AUC,29,30,None,0.7650385495864475,0.7161697155557152,0.0037436485290527,0.0004360675811767,0.0037430500000255,0.0004364799999621,,
15657,classification,recidivism,82,HS (CART),AUC,29,30,100.0,0.7628415626309244,0.7265543094883142,0.0004394054412841,0.0004267692565917,0.0004398199999968,0.0004274400000667,0.0665881633758544,0.0665889099999503
15658,classification,recidivism,82,DT,AUC,31,32,None,0.7666794885351915,0.7161177216853198,0.00374436378479,0.0004372596740722,0.0037435000000414,0.0004374100000177,,
15659,classification,recidivism,82,HS (CART),AUC,31,32,100.0,0.7643154860966708,0.726231947491863,0.000460147857666,0.0004208087921142,0.0004605899999887,0.0004213199999867,0.0677070617675781,0.067706889999954
15660,classification,recidivism,83,DT,AUC,1,2,None,0.6460180173275014,0.6370114112365372,0.001500129699707,0.0003156661987304,0.0014995199999248,0.0003162000000429,,
15661,classification,recidivism,83,HS (CART),AUC,1,2,100.0,0.6460180173275014,0.6370114112365372,9.226799011230467e-05,0.0003056526184082,9.246999991319171e-05,0.00030627000001,0.0332307815551757,0.0332308900000271
15662,classification,recidivism,83,DT,AUC,3,4,None,0.6943097399124186,0.6897308324596787,0.002082347869873,0.0003542900085449,0.0020818599999756,0.000354970000103,,
15663,classification,recidivism,83,HS (CART),AUC,3,4,100.0,0.6943097399124186,0.6897308324596787,0.0001161098480224,0.0003359317779541,0.0001164200000403,0.0003364199999396,0.0411515235900878,0.0411514200000056
15664,classification,recidivism,83,DT,AUC,7,8,None,0.7301692179109676,0.7249254833302925,0.0027027130126953,0.0003976821899414,0.0027012100000547,0.0003983200000448,,
15665,classification,recidivism,83,HS (CART),AUC,7,8,10.0,0.7301692179109676,0.7249254833302925,0.0001704692840576,0.0003726482391357,0.0001709699999992,0.0003730399999994,0.0484759807586669,0.0484921100000974
15666,classification,recidivism,83,DT,AUC,11,12,None,0.7412095090951285,0.735500091225609,0.0029909610748291,0.0004069805145263,0.0029903999999305,0.0004074600000194,,
15667,classification,recidivism,83,HS (CART),AUC,11,12,25.0,0.7412095090951285,0.735500091225609,0.0002171993255615,0.000396728515625,0.0002175299999862,0.0003970000000208,0.0537207126617431,0.053720349999935
15668,classification,recidivism,83,DT,AUC,14,15,None,0.7464480230547604,0.7351952180764726,0.0032110214233398,0.0004117488861083,0.0032101499999726,0.0004120500000226,,
15669,classification,recidivism,83,HS (CART),AUC,14,15,25.0,0.7464480230547604,0.7351952180764726,0.0002527236938476,0.0004000663757324,0.0002530399999614,0.0004002200000741,0.0559852123260498,0.0559849799999483
15670,classification,recidivism,83,DT,AUC,19,20,None,0.7519725451148799,0.7306977482872746,0.0034189224243164,0.000420331954956,0.0034176600000819,0.0004208599999628,,
15671,classification,recidivism,83,HS (CART),AUC,19,20,1.0,0.7519725451148799,0.7306977482872746,0.0003106594085693,0.0004143714904785,0.0003112499999815,0.0004148900000018,0.0598073005676269,0.0598070600000255
15672,classification,recidivism,83,DT,AUC,23,24,None,0.7576112101927704,0.7274287518540541,0.003591775894165,0.0004382133483886,0.0035910000000285,0.0004384500000469,,
15673,classification,recidivism,83,HS (CART),AUC,23,24,10.0,0.7575877901746163,0.7264597751785045,0.000354528427124,0.0004198551177978,0.0003548700000237,0.0004203099999813,0.062842845916748,0.0628427599999668
15674,classification,recidivism,83,DT,AUC,27,28,None,0.7607797730529272,0.7268279863152133,0.003739595413208,0.0004408359527587,0.003738930000054,0.000441490000071,,
15675,classification,recidivism,83,HS (CART),AUC,27,28,100.0,0.7598571662771609,0.7312143782903848,0.0004096031188964,0.0004289150238037,0.0004098599999906,0.0004291200000352,0.0654051303863525,0.0653997299999673
15676,classification,recidivism,83,DT,AUC,29,30,None,0.7627884535998579,0.7258306493467207,0.0038447380065917,0.000460147857666,0.0038438300000507,0.0004606500000363,,
15677,classification,recidivism,83,HS (CART),AUC,29,30,50.0,0.7623676029706045,0.7283622781634252,0.0004360675811767,0.000439167022705,0.0004363399999647,0.0004397699999572,0.0660302639007568,0.0660252100000207
15678,classification,recidivism,83,DT,AUC,31,32,None,0.7645211800944985,0.7272117956130408,0.0039131641387939,0.0004463195800781,0.0039118800000323,0.0004467200000135,,
15679,classification,recidivism,83,HS (CART),AUC,31,32,50.0,0.7641121577572424,0.7294503680693352,0.0004565715789794,0.0004339218139648,0.0004568200000676,0.0004345799999327,0.0670959949493408,0.0670959800000901
15680,classification,recidivism,84,DT,AUC,1,2,None,0.6520544678652511,0.6425440317181517,0.0014829635620117,0.0003163814544677,0.0014823400000523,0.0003170100000033,,
15681,classification,recidivism,84,HS (CART),AUC,1,2,0.1,0.6520544678652511,0.6425440317181517,9.059906005859376e-05,0.0003106594085693,9.089000002404646e-05,0.0003112299999656,0.0333259105682373,0.0333262099999274
15682,classification,recidivism,84,DT,AUC,3,4,None,0.7037161891230338,0.6917231430389189,0.0020506381988525,0.000352144241333,0.0020503899999084,0.000352790000079,,
15683,classification,recidivism,84,HS (CART),AUC,3,4,0.1,0.7037161891230338,0.6917231430389189,0.0001168251037597,0.000338077545166,0.0001169700000218,0.0003385400000297,0.0411057472229003,0.0411058800000319
15684,classification,recidivism,84,DT,AUC,7,8,None,0.7371679000026732,0.7092285338579356,0.0028448104858398,0.0004107952117919,0.002843969999958,0.0004112000000304,,
15685,classification,recidivism,84,HS (CART),AUC,7,8,10.0,0.7371679000026732,0.7092285338579356,0.0001697540283203,0.0003821849822998,0.0001700999999911,0.0003827699999874,0.0485820770263671,0.0485820199999125
15686,classification,recidivism,84,DT,AUC,11,12,None,0.7456431077843646,0.7111608151504467,0.003117561340332,0.0004198551177978,0.0031157299999904,0.0004203900000447,,
15687,classification,recidivism,84,HS (CART),AUC,11,12,10.0,0.7456431077843646,0.7111608151504467,0.0002186298370361,0.0003976821899414,0.0002191600000287,0.0003981099999919,0.0535473823547363,0.0535473200000069
15688,classification,recidivism,84,DT,AUC,14,15,None,0.751708182788747,0.7102201987678398,0.0031731128692626,0.0004112720489501,0.0031723700000156,0.0004118100000596,,
15689,classification,recidivism,84,HS (CART),AUC,14,15,100.0,0.7515056824297582,0.7112288798535097,0.0002532005310058,0.0003993511199951,0.0002534699999614,0.0003998900000397,0.056673526763916,0.0566732800000409
15690,classification,recidivism,84,DT,AUC,19,20,None,0.757522261436953,0.718362438871752,0.0033745765686035,0.0004217624664306,0.0033734900000581,0.0004223700000238,,
15691,classification,recidivism,84,HS (CART),AUC,19,20,100.0,0.7565700839311944,0.7177999597283841,0.0005669593811035,0.0005302429199218,0.0005672700000332,0.0005305199999838,0.0606133937835693,0.0606318799999598
15692,classification,recidivism,84,DT,AUC,23,24,None,0.7621802428253721,0.7164968042676569,0.0035862922668457,0.0004434585571289,0.0035813499999903,0.0004436799999893,,
15693,classification,recidivism,84,HS (CART),AUC,23,24,100.0,0.7611256323109195,0.7197780901611526,0.0003638267517089,0.0004291534423828,0.0003642000000354,0.0004294599999639,0.0624072551727294,0.0623981300000195
15694,classification,recidivism,84,DT,AUC,27,28,None,0.765876347508595,0.7158057584629477,0.0036888122558593,0.0004537105560302,0.0036880400000427,0.0004543700000567,,
15695,classification,recidivism,84,HS (CART),AUC,27,28,1.0,0.7658758743769152,0.7161309564886931,0.0004098415374755,0.0004279613494873,0.0004104499998902,0.0004284000000325,0.0651800632476806,0.0651800399999729
15696,classification,recidivism,84,DT,AUC,29,30,None,0.7674937481562649,0.7145527061864196,0.0037605762481689,0.0004827976226806,0.0037589700000353,0.0004834000000073,,
15697,classification,recidivism,84,HS (CART),AUC,29,30,10.0,0.7672886455730371,0.7159225083355627,0.0004363059997558,0.0004374980926513,0.0004364699999541,0.0004379499999913,0.066554307937622,0.0665544400000044
15698,classification,recidivism,84,DT,AUC,31,32,None,0.7688647654816374,0.711009560254751,0.0036907196044921,0.0004503726959228,0.0036894300000085,0.0004505199999584,,
15699,classification,recidivism,84,HS (CART),AUC,31,32,100.0,0.7656413193466146,0.7188185669165839,0.0004565715789794,0.0004298686981201,0.0004568699999936,0.0004300899998952,0.0679938793182373,0.0679938399999855
15700,classification,recidivism,85,DT,AUC,1,2,None,0.6431437423722302,0.6427572065867726,0.0015151500701904,0.0003142356872558,0.001514659999998,0.0003148299999793,,
15701,classification,recidivism,85,HS (CART),AUC,1,2,0.1,0.6431437423722302,0.6427572065867726,9.226799011230467e-05,0.0003068447113037,9.254999997665436e-05,0.0003072499999916,0.0332386493682861,0.0332384499999989
15702,classification,recidivism,85,DT,AUC,3,4,None,0.6971251099735448,0.6901009342825838,0.0020961761474609,0.00034761428833,0.0020953700000063,0.0003481699999383,,
15703,classification,recidivism,85,HS (CART),AUC,3,4,25.0,0.6971251099735448,0.6901009342825838,0.000115156173706,0.0003352165222167,0.0001153200000771,0.0003354499999659,0.0409243106842041,0.0409240899999758
15704,classification,recidivism,85,DT,AUC,7,8,None,0.726305861178907,0.704878537592041,0.0027394294738769,0.0004048347473144,0.0027375299999903,0.0004051199999821,,
15705,classification,recidivism,85,HS (CART),AUC,7,8,50.0,0.726305861178907,0.704878537592041,0.0001711845397949,0.0003790855407714,0.0001714400000309,0.0003795199999103,0.0491993427276611,0.0491993599999887
15706,classification,recidivism,85,DT,AUC,11,12,None,0.7404963813706293,0.7199066568224939,0.0030469894409179,0.0004165172576904,0.0030461300000297,0.0004170099999782,,
15707,classification,recidivism,85,HS (CART),AUC,11,12,50.0,0.740470359128236,0.7208756334980436,0.0002212524414062,0.000399112701416,0.0002217900000687,0.0003997200000185,0.0535166263580322,0.0535126099999843
15708,classification,recidivism,85,DT,AUC,14,15,None,0.7486089337196926,0.7272359018620423,0.0031039714813232,0.0004262924194335,0.0031035199999678,0.0004265799999529,,
15709,classification,recidivism,85,HS (CART),AUC,14,15,100.0,0.7473090044292222,0.7285990866094986,0.000251293182373,0.0004081726074218,0.0002518499999268,0.0004088299999693,0.0562455654144287,0.0562452200000507
15710,classification,recidivism,85,DT,AUC,19,20,None,0.754993490890914,0.732032572741788,0.0033175945281982,0.0004198551177978,0.0033167300000513,0.0004201699999839,,
15711,classification,recidivism,85,HS (CART),AUC,19,20,50.0,0.7547945390195245,0.73275197883944,0.0003199577331542,0.0004165172576904,0.0003204999999297,0.0004170700000258,0.060565710067749,0.060565849999989
15712,classification,recidivism,85,DT,AUC,23,24,None,0.7595249095549653,0.7359202962327132,0.0034949779510498,0.0004434585571289,0.0034932800000433,0.0004440600000634,,
15713,classification,recidivism,85,HS (CART),AUC,23,24,50.0,0.7591161237835489,0.7353691612065225,0.0003659725189208,0.0004248619079589,0.0003665499999669,0.0004252300000189,0.0627613067626953,0.0627563099999406
15714,classification,recidivism,85,DT,AUC,27,28,None,0.7629623294922139,0.7355355415917876,0.0036742687225341,0.0004560947418212,0.0036721699999588,0.0004563499999221,,
15715,classification,recidivism,85,HS (CART),AUC,27,28,25.0,0.7624340779716277,0.7353129132921857,0.0004148483276367,0.000425100326538,0.0004151399999727,0.00042540000004,0.0655891895294189,0.0655740500000092
15716,classification,recidivism,85,DT,AUC,29,30,None,0.7650296783674497,0.734762250937544,0.003692626953125,0.0004563331604003,0.0036902199999531,0.0004568699999936,,
15717,classification,recidivism,85,HS (CART),AUC,29,30,50.0,0.7637330609987384,0.7343221937253797,0.0004341602325439,0.0004255771636962,0.0004345800000464,0.0004260799998974,0.0660533905029296,0.0660440399999515
15718,classification,recidivism,85,DT,AUC,31,32,None,0.7669943576681515,0.7339289309965712,0.0036978721618652,0.000455617904663,0.0036964700000226,0.0004557700000304,,
15719,classification,recidivism,85,HS (CART),AUC,31,32,100.0,0.7639968319102715,0.7346540091528119,0.0004591941833496,0.0004291534423828,0.0004594100000758,0.000429639999993,0.067495584487915,0.0674960499999315
15720,classification,recidivism,86,DT,AUC,1,2,None,0.6452653831077324,0.638515924777159,0.0015251636505126,0.0003175735473632,0.0015245099999674,0.0003182300000617,,
15721,classification,recidivism,86,HS (CART),AUC,1,2,1.0,0.6452653831077324,0.638515924777159,9.298324584960938e-05,0.0003061294555664,9.327999998731684e-05,0.0003064400000312,0.0332343578338623,0.0332342899999957
15722,classification,recidivism,86,DT,AUC,3,4,None,0.6982609808540169,0.6787988848732815,0.0020740032196044,0.0003468990325927,0.0020728299999746,0.0003473499999699,,
15723,classification,recidivism,86,HS (CART),AUC,3,4,0.1,0.6982609808540169,0.6787988848732815,0.0001215934753417,0.000335693359375,0.0001218200000039,0.0003362300000162,0.0411963462829589,0.041196369999966
15724,classification,recidivism,86,DT,AUC,7,8,None,0.7372243209554988,0.7042427943585705,0.002777099609375,0.0003972053527832,0.0027751899999657,0.0003977300000315,,
15725,classification,recidivism,86,HS (CART),AUC,7,8,25.0,0.7372243209554988,0.7042427943585705,0.0001704692840576,0.0003807544708251,0.0001705900000388,0.0003813399999899,0.0491244792938232,0.0491245099999559
15726,classification,recidivism,86,DT,AUC,11,12,None,0.7486994201534698,0.715448418771867,0.0030279159545898,0.0004007816314697,0.0030264600000009,0.000401399999987,,
