task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,heart,0,DT,AUC,11,12,None,0.917875,0.7445,0.00041985511779785156,0.00011587142944335938,0.00041970999998852676,0.00011602000000721091,,
classification,heart,0,CCP,AUC,12,12,0.010149597238204832,0.9232499999999999,0.7632500000000001,0.0004169940948486328,0.00011849403381347656,0.0004174299999988307,0.0001191100000141887,0.009651660919189453,0.009652152999990449
classification,heart,0,HS (CART),AUC,11,12,50.0,0.9076249999999999,0.7847500000000001,0.000225067138671875,0.00011420249938964844,0.00022512999998980376,0.00011411099998781538,0.01742100715637207,0.017416054000022996
classification,heart,0,HS (CART-CCP),AUC,12,12,0.1,0.9232499999999999,0.7622500000000001,0.00024127960205078125,0.0001201629638671875,0.00024242000000640473,0.00012068099999851256,0.1197664737701416,0.11975514200000248
classification,heart,0,DT,AUC,14,15,None,0.9343125,0.6915,0.00040650367736816406,0.00011420249938964844,0.00040634999999156207,0.0001144699999997556,,
classification,heart,0,CCP,AUC,18,15,0.010101010101010102,0.974625,0.7747499999999998,0.0005118846893310547,0.0001373291015625,0.0005123299999922892,0.0001378599999952712,0.009602546691894531,0.009594203000006019
classification,heart,0,HS (CART),AUC,14,15,100.0,0.9061874999999999,0.79125,0.0002574920654296875,0.00011372566223144531,0.00025778999997783103,0.00011403999999970438,0.018365859985351562,0.018366095000004634
classification,heart,0,HS (CART-CCP),AUC,18,15,0.1,0.974625,0.777,0.0003104209899902344,0.0001220703125,0.00031079999999406027,0.00012210999997819272,0.11965155601501465,0.11965327199999365
classification,heart,0,DT,AUC,19,20,None,0.96975,0.7144999999999999,0.0004525184631347656,0.00012040138244628906,0.0004524999999944157,0.00012073000002033041,,
classification,heart,0,CCP,AUC,20,20,0.009876543209876543,0.9808749999999999,0.7494999999999999,0.0005202293395996094,0.00012612342834472656,0.0005204100000071321,0.00012637000000381704,0.010058164596557617,0.01005848199997672
classification,heart,0,HS (CART),AUC,19,20,50.0,0.9296249999999999,0.7895,0.0003256797790527344,0.00011849403381347656,0.00032581000002096516,0.00011874999998440217,0.019843578338623047,0.019843615000013415
classification,heart,0,HS (CART-CCP),AUC,20,20,0.1,0.9808749999999999,0.76175,0.0003311634063720703,0.00011873245239257812,0.00033149999998727253,0.00011896000000888307,0.12136673927307129,0.12137939300001221
classification,heart,0,DT,AUC,23,24,None,0.9890625,0.68,0.00044083595275878906,0.00011849403381347656,0.0004406400000220856,0.00011874000000489104,,
classification,heart,0,CCP,AUC,24,24,0.008333333333333333,0.9924999999999999,0.6855,0.0004115104675292969,0.00011301040649414062,0.00041179999999485517,0.00011320999999497872,0.009648323059082031,0.009648312999985365
classification,heart,0,HS (CART),AUC,23,24,1.0,0.9853125,0.7495,0.00036907196044921875,0.00011849403381347656,0.00036973999999645457,0.00011900000001219269,0.020004987716674805,0.02000570499998844
classification,heart,0,HS (CART-CCP),AUC,24,24,0.1,0.9925,0.718,0.00037860870361328125,0.00011920928955078125,0.0003789200000028359,0.00011975000001029912,0.12098479270935059,0.12098617200001627
classification,heart,0,DT,AUC,27,28,None,0.995,0.654,0.0004723072052001953,0.0001289844512939453,0.00047197000000664957,0.00012924999998631392,,
classification,heart,0,CCP,AUC,27,28,0.00705467372134039,0.995,0.6415000000000001,0.00043654441833496094,0.00011658668518066406,0.00043148999998265936,0.0001170000000172422,0.009534120559692383,0.009533863000001475
